id;username;text;created_at;;;;;;;;;;;;;;;;
1036;@pingkipingboy.;Elit elit manusia² ngeri.... selama bukan orang muslim jangan mudah percaya.. waspada kepada rencana elit elit kafir di dunia ini;2025-05-12T03:06:55Z;;;;;;;;;;;;;;;;
1037;@FritmanSingke;Lu minum aja sampe habis tu vaksin jgn di paksain org buat ikutin keinginan lu.;2025-05-12T03:01:51Z;;;;;;;;;;;;;;;;
1038;@asemaly2927;saya gak percaya dengan ucapan orang tua ini.;2025-05-12T03:01:35Z;;;;;;;;;;;;;;;;
1039;@candrajuari7495;AQ 78 GAMPANG DIBODOHI 😊;2025-05-12T02:58:13Z;;;;;;;;;;;;;;;;
1040;@dasukijalu979;Rakyat lagi nih kesadaran.;2025-05-12T02:56:42Z;;;;;;;;;;;;;;;;
1041;@tastopiiya999;Lu pada tanggungjawab kaga, urusin noh orang&quot;;;;;;;;;;;;;;;;;
1042;@jaguarasmr6472;keluargamu dulu pak.. anakanak mu dulu pak kamu vaksin dulu.. itu baru gentle;2025-05-12T02:40:29Z;;;;;;;;;;;;;;;;
1043;@anaksulung9242;tolak ah vaksin buatan elit global . tujuan nya depopulasi yg mati di Rs saat covid itu mati OD;2025-05-12T02:39:36Z;;;;;;;;;;;;;;;;
1044;@MaryatiMaryati-p3m7r;Pak Menkes ini bukan dari ahli  yang berlatar belakang pendidikan kesehatan,  lho ya...;2025-05-12T02:33:50Z;;;;;;;;;;;;;;;;
1045;@ellyranty8917;Rasulullah Saw bersabda, &quot;;;;;;;;;;;;;;;;;
1046;@robbisatria1363;BAPAK AJA SAMA JAJARAN NYA YG DULUAN DI VAKSIN YA.OK PAK;2025-05-12T02:30:26Z;;;;;;;;;;;;;;;;
1047;@melodi9678;Gile lu...;2025-05-12T02:30:17Z;;;;;;;;;;;;;;;;
1048;@mariaf2087;Gaskin COVID aja udah membunuh banyak orang <br>Tapi betul pasien tbc Indonesia Nomor 2 didunia harusnya kemenkes lebih bisa mengedukasi rakyat maskeran klo batuk pilek;2025-05-12T02:02:27Z;;;;;;;;;;;;;;;;
1049;@Nicholas-qs4ci;Kemenkes tidak akan mau tahu dan TDK peduli apakah itu konspirasi global yg penting dapat duwit!!;2025-05-12T02:00:08Z;;;;;;;;;;;;;;;;
1050;@mursalimazizmaarif3510;Setelah lewat vaksin covid paksa kini terbuka lg ancaman baru bg rakyat Indonesia. Pdhl tubuh kita adlh hak kita sendiri yg mengaturnya barang apa mesti dikomsumsi bukan dipaksa sr pihak manapun itu krn klo dipaksa  berarti hak kita sbg manusia sdh dihilangkan. Smoga yg dicobakan hanya yg mbutuhkannya alia yg kena penyakit TBC bukan org sehat.;2025-05-12T01:41:39Z;;;;;;;;;;;;;;;;
1051;@Abdi-211;Udah kebaca propaganda nya.. sebelum vaksin tbc di berlakukan nanti akan ada MODIFIKASI CUACA dulu..perhatikan netizen gelagat alam, KALO NANTI PANAS TERIK DI LUAR KEBIASAAN sebisa mungkin jangan minum air es..jaga kesehatan sedini mungkin , perbanyak minum AIR PUTIH...saya Alhamdulillah zaman Corona saya GAK PERNAH  KENAL SAMA NAMANYA VAKSIN CORONA,tapi Alhamdulillah saya sehat sampe sekarang...;2025-05-12T01:15:17Z;;;;;;;;;;;;;;;;
1052;@noerfauziofficial478;vaksin kedunguan, penjilatan, dan kepalsuan ada gak pak?...ini yang harus kita luncurkan. biar indonesia semakin di depan.;2025-05-12T01:05:43Z;;;;;;;;;;;;;;;;
1053;@sipenggemar2007;kita dorong bos menkes+keluarga dan jajarannya ini jadi kelinci percobaan pertamanya dan kita suport dan sangat setuju. keren ga tuh jadi tikus putihnya 😂;2025-05-12T00:58:20Z;;;;;;;;;;;;;;;;
1054;@pejuangreceh9123;100rb tiap thn korban tbc data darimana, situ sendiri yg bikim data, tinggal diketik 100rb org, jgn percaya hoax itu😅;2025-05-12T00:34:53Z;;;;;;;;;;;;;;;;
1055;@pt.karuniapharmindosejati1231;Kel Menkes aja yg buat percobaan.....klo hasilnya bagus its oke....tapi rakyat hrs lihat transparan..sudah gak usah OMON omon panjang.....<br>🥴🥴🥴;2025-05-12T00:34:37Z;;;;;;;;;;;;;;;;
1056;@rakyatjelata7620;pling ada uang pelicin buat pejabat2 indonesia spya bs negaranya dijadikan uji coba vaksinnya. Mn mngkin tu yayasan bill gates tdk ada agenda tersendiri buat vaksin tsb. Klu tdk nyari profit psti ada tujuan lain yg terselubung ingin didapatnya dr buat vaksin tsb ke negara2 miskin. Dunia jg sdh tau klu indonesia no 1 pjbt2nya gampang disuap utk melanggar aturan mk itu mereka suka ke indonesia utk buat percobaan.;2025-05-12T00:34:30Z;;;;;;;;;;;;;;;;
1057;@pt.karuniapharmindosejati1231;....uji coba hanya untuk monyet dan tikus..bukan rakyat Indonesia.......hadehhh🥴🥴🥴🥴👎👎👎<br>.;2025-05-12T00:32:41Z;;;;;;;;;;;;;;;;
1058;@ariwijaya4023;Sangat bodoh jika negri ini mau dan bersedia di jadikan  kelinci percobaan sebuah produk, padahal tidak pernah sekalipun di dilibatkan dalam proses pembuatannya. Hanya karna 159 juta us dolar yg mereka berikan, menjadikan  kau tunduk dan seolah- olah mengemis kpd mereka.;2025-05-12T00:11:23Z;;;;;;;;;;;;;;;;
1059;@edynduy9389;Kelinci percobaan ..<br>Goblog..;2025-05-12T00:06:50Z;;;;;;;;;;;;;;;;
1060;@tias4086;Pak menkes lebih baik anda cari solusi lahan kerja utk korban phk, jgn kasi akses utk asing;2025-05-11T23:05:13Z;;;;;;;;;;;;;;;;
1061;@galingbayezid6364;Manusia ga perlu vaksin, yang penting jaga pola hidup sehat... <br>Krn ditubuh kita sudah ada sistem kekebalan template...;2025-05-11T23:01:44Z;;;;;;;;;;;;;;;;
1062;@mahonimahoni845;Vsksin tbc kan udah waktu anak2 saya bayi dijadikan uci coba apa lagi ini rakyat;2025-05-11T21:58:35Z;;;;;;;;;;;;;;;;
1063;@kangharjoareksuroboyo7007;Sebagai penyeimbang undamg ahli virus virologi. Keterangan salah menkes covid membunuh bukan itu virus biasa. Propaganda kompas tidak sadar?;2025-05-11T21:18:14Z;;;;;;;;;;;;;;;;
1064;@pas411;BENCANA DI DEPAN PINTU RUMAH MU.WASPADAAAAAAA;2025-05-11T18:38:57Z;;;;;;;;;;;;;;;;
1065;@samueltampubolon6825;Untuk Mentri nya aja itu vaksin;2025-05-11T18:00:51Z;;;;;;;;;;;;;;;;
1066;@Sofiyana807;Dari jaman nenek moyang gak ada yg namanya vaksin<br>Toh para nenek moyang nusantara dulu sehat2 semua &amp;;;;;;;;;;;;;;;;;
1067;@Paiman-th2lj;Beda lh jmn dulu mkn sehat semua  jgn di samakan jmn sekarang serba micin serba racun jjmn sekarang kurang olah raga jmn dulu kemana2 jln kaki;2025-05-14T08:50:56Z;;;;;;;;;;;;;;;;
1068;@kobotbejat9447;​@@Paiman-th2ljtermul detecter;2025-05-29T11:07:09Z;;;;;;;;;;;;;;;;
1069;@CahAngon-u2l;Peduli amat dg indonesia.. noh pecandu narkoba gelandangan  di kensington di atasi..;2025-05-11T17:35:20Z;;;;;;;;;;;;;;;;
1070;@hendrawijaya8485;&quot;;;;;;;;;;;;;;;;;
1071;@bernardtiki6126;Sadar Pak budi, Sayangilah Negeri ini, bukan globalis. <br>Jng uji coba vaksin di negeri tercinta kami. Kami menolak keras.;2025-05-11T16:57:06Z;;;;;;;;;;;;;;;;
1072;@extraordinary_chanelchanel7373;Aku juga sama,kenapa harus orang miskin,jobain dulu sama orang kaya;2025-05-11T22:35:57Z;;;;;;;;;;;;;;;;
1073;@tastopiiya999;Gasadar lah, org udh dibayarr😂😂;2025-05-12T02:51:05Z;;;;;;;;;;;;;;;;
1074;@akhtarchannel8429;Hanya yg maha kuasa yg tahu. Kalo orang punya kexerdasan tapi gak bekerja dan tugasnya membohongi orang maka tunggu ajab alloh sangat pedih;2025-05-11T16:24:01Z;;;;;;;;;;;;;;;;
1075;@nurnienurniepky;Pak tolong dulu uji coba nya di kluarga Pian  pak ai lah.;2025-05-11T16:17:49Z;;;;;;;;;;;;;;;;
1076;@axlsmgSmg;Lagi sakit2 nya mikir cara untuk bertahan hidup di Indonesia, datang pula lagi cobaan gini nyawa dijadiin sebagai kelinci percobaan. Negara macam apa ini?? Lawak😂;2025-05-11T16:15:45Z;;;;;;;;;;;;;;;;
1077;@Laniwati-v8b;Seharusnya yang dipilih jadi menteri kesehatan seorang dokter yang mengerti kesehatan,dan yang perduli dengan rakyat, bukan malah menjual rakyat demi uang,dengan berbisnis dari vaksin,dan rakyat jangan tertipu dengan alasan pemerintah;2025-05-11T16:13:55Z;;;;;;;;;;;;;;;;
1078;@draktiviar6953;Mantab.kerjanya meng acak2 kerja dokter, yg tidak sepaham diberhentikan, dimutasi..... Padahal pakar kesehatan itu ber tahun - tahun lo sekolah/ mendidik bagaimana bisa membantu orang sakit.;2025-05-11T23:23:50Z;;;;;;;;;;;;;;;;
1079;@imajepara1947;penjajahan gaya baru senjatanya vaksin si billgets..😢😢😢;2025-05-11T16:13:31Z;;;;;;;;;;;;;;;;
1080;@eaglepp799;Omongan nya sales si mata 1 👹 gedabrus<br><br>Masyarakat jangan percaya sama vaksin pemusnah massal ..<br><br>Vaksin nya Suruh minum sendiri sama sales&quot;;;;;;;;;;;;;;;;;
1081;@KALALATV;"<a href=""https://www.youtube.com/shorts/h0vAWIj0OKc"">https://youtube.com/shorts/h0vAWIj0OKc?si=iw_-FDhoj-hCY0ob</a> rutin kinsumsi  MADU ASLI, MENINGKTKAN IMUN TUBUH DAN CEGAH BERBAGAI VIRUS";2025-05-11T15:49:29Z;;;;;;;;;;;;;;;;
1082;@DAVIDBIMASAKTI-md3ur;SAYA SDH MENGETAHUI MAKANYA DIRIKU TAK PERNAH DIV4XZ1N DARI AWAL SAMPAI AKHIR OLEH AGENDA ASING KARENA MALAIKAT TUHAN BESERTA KU &amp;;;;;;;;;;;;;;;;;
1083;@Altam-gc9ed;Setuju, lagian penyakit itu lawannya imune kita, kalo imunenya sehat berarti tubuh kita kuat lawan penyakit tersebut. Jadi ra usah vaksin uji coba, uji coba,;2025-05-14T04:56:46Z;;;;;;;;;;;;;;;;
1084;@HarisDriverlintas;setuju kematian hanya Tuhan yg ngatur bukan tergantung dari penyakit TBC. apa vaksin TBC manusia tidak akan mati ini saatnya perang Dunia bukan lagi perang negara. La haula WA la quwwata illa billah...;2025-05-14T13:54:12Z;;;;;;;;;;;;;;;;
1085;@masjrong5885;hidup mati kita dari yg mahakuasa bukan dari pemerintah.itu bisnis haram yg menekan rakyat.;2025-05-15T02:36:33Z;;;;;;;;;;;;;;;;
1086;@chamimchamim1019;Jaman covid sakit flu biasa masuk RS tentu dikovidkan dan meninggal di RS;2025-05-16T13:29:04Z;;;;;;;;;;;;;;;;
1087;@LelaLeli-c2v;Kalau mau uji coba vaksin TBC yang pertama kali pakai presiden RI dulu, terus pejabat pejabat elit, DPR dll. Kalau tidak ada masalah baru bagi ke rakyat.;2025-05-11T15:33:49Z;;;;;;;;;;;;;;;;
1088;@noerfauziofficial478;dan yang nyuntik adalah rakyat sendiri biar tidak ada dusta;2025-05-12T01:09:15Z;;;;;;;;;;;;;;;;
1089;@AvevDoy;Rakyat yang Nerima bansos dlu enak banget langsung k rakyat;2025-05-12T11:05:32Z;;;;;;;;;;;;;;;;
1090;@aisuartini5864;Penyakit TBC ...coba anjuran atau larangan untuk merokok saja untuk mencegah TBC dan penyakit lainnya mau ga...klu memang serius mau rakyatnya sehat...bukan mensukseskan program asing cari cuan;2025-05-11T15:12:36Z;;;;;;;;;;;;;;;;
1091;@martinarande4667;Mana ada tbc dulu mungkin ada sekarang tidak ada lagi, masak vaksin dipaksakan ini tidak beres;2025-05-11T15:06:51Z;;;;;;;;;;;;;;;;
1092;@putraceper7574;Biar apa coba rambutnya di ungu alay;2025-05-11T14:56:42Z;;;;;;;;;;;;;;;;
1093;@prune3361;wawancara mantan menkes siti fadilah supari donk, baru gw percaya;2025-05-11T14:51:09Z;;;;;;;;;;;;;;;;
1094;@ainifaida8906;Evisiensi eiiiiiiiiiiiiiiiii;2025-05-11T14:44:49Z;;;;;;;;;;;;;;;;
1095;@andreasabidin1701;Bill Gates dan WHO telah menciptakan  pandemi berikutnya, yang akan segera melanda pemerintahan di dekat Anda pada tahun 2025. Johns Hopkins Center for Health Security bekerja sama dengan Organisasi Kesehatan Dunia (WHO) dan Bill &amp;;;;;;;;;;;;;;;;;
1096;@ModiModi-kg1zl;MENKES HOAK;2025-05-11T14:24:32Z;;;;;;;;;;;;;;;;
1097;@ModiModi-kg1zl;YANG DI UJI COBA ANAK2 PARA PEJABAT JANGAN RAKYAT. RAKYAT GAK TAU APA2;2025-05-11T14:23:40Z;;;;;;;;;;;;;;;;
1098;@nanabasuki6288;Rencana buruk untuk mnghancurkan rakyat indonesia melalui vaksin atau dg cara apapun oleh pr pejabat indonesia dan elit global, semoga dihancur leburkan, dicerai beraikan oleh Alloh SWT. Aamiin;2025-05-11T14:13:40Z;;;;;;;;;;;;;;;;
1099;@radityajehan4269;TOLAK VAKSIN;2025-05-12T08:18:52Z;;;;;;;;;;;;;;;;
1100;@radityajehan4269;TOLAK VAKSIN;2025-05-12T08:18:52Z;;;;;;;;;;;;;;;;
1101;@ellyranty8917;Hasbunallah wani&#39;;;;;;;;;;;;;;;;;
1102;@Jafarnasir-n4r;Demo besar bakal terjadi di Jakarta, ini tidak main2 rakyat sudah muak dengan sikap pemerintah. Apalagi zaman pak Bowo orangnya macam kena angin.;2025-05-11T14:10:01Z;;;;;;;;;;;;;;;;
1103;@farhana-1887;Mana to yang meninggal krn TBC ?  Kok jutaan meninggal .. mana ? Saya kok nggk pernah denger jutaan orang meninggal karena batuk TBC;2025-05-11T14:08:21Z;;;;;;;;;;;;;;;;
1104;@KipliAjalaj-dn5rf;TBC itu penyakit yg menular mas,,? Terkadang manusia itu sering lalai dalam bergaul,,TBC itu bsa menular melalui secangkir kopi atau semangkok nnti melalui sentuhan benda sprti sendok,gelas,dan lain lain;2025-06-03T22:27:57Z;;;;;;;;;;;;;;;;
1105;@diwanhardiansah5582;setuju tapi yg di vaksin pejabat sama dokter;2025-05-11T14:06:18Z;;;;;;;;;;;;;;;;
1106;@meysha_566putriii44;betul yg di vaksin dr tenaga kesehatan sm semua pejabat;2025-05-17T00:40:07Z;;;;;;;;;;;;;;;;
1107;@hansasapit7595;Nanti kalian divideoin mereka pada vaksin, padahal cairannya apa  yg disuntikan 😂 , nah trus klen pada nurut, sudah pada beda tuh cairan vaksinnya 😂 khusus buat klen 😂 moddar lo pade;2025-05-26T11:01:41Z;;;;;;;;;;;;;;;;
1108;@dimasadi3923;Naah iku yg paling bahaya mereka menarget populasi yg banyak kan..bs jd..soal dari AS menerbitkan Travel Warning ke Indo..berarti mereka mau menyebarkan Virus TBC terus buat Vaksin ny begitu yaa..laah knp g d uji coba d warga AS sendiri bs jd ingin melakukan yg tdk baik terus yg akan bertanggung jawab penuh siapa yaa..TBC iku bahaya luuh Kak seperti Virus HIV yg belum ad obat ny;2025-05-11T13:46:40Z;;;;;;;;;;;;;;;;
1109;@iskandardian8056;kau kan bujan dokter tau apa kau soal kesehatan....jgn kau kira rakyat ini bodoh semua suntik kan aja ke keluargamu dulu...menkes paok;2025-05-11T13:43:20Z;;;;;;;;;;;;;;;;
1110;@iinridowati997;Masyarakat indo jd kelinci percobaan. Rakyat sdh dijual;2025-05-11T13:28:00Z;;;;;;;;;;;;;;;;
1111;@HendraLpg-l1h;Ngoceh aj lu;2025-05-11T13:26:08Z;;;;;;;;;;;;;;;;
1112;@Gaada1739;Kebijkn gila lg by R8;2025-05-11T13:25:03Z;;;;;;;;;;;;;;;;
1113;@Gaada1739;Vajsin TBC bkn pandemi....ogah bgt dpaksa vaksin tanpa regulasi/SOP yg jelas gkn klo ada efek negarip nya spt vaksin aztra zeneca/vaksin covid 19/kejang2 ,bdn lebam biru ,&amp;;;;;;;;;;;;;;;;;
1114;@Sautbungaran;Apakah ini yg dimangsut pembinasa keji dalam Alkitab? Kristen disuru harus berhikmat tentang tanda tanda ahir jaman..;2025-05-11T13:17:16Z;;;;;;;;;;;;;;;;
1115;@rollinghillsslo;Bukan. Tapi salah satu alat pendukung sistem finalsial baru kl ada isi nanoteknologinya.;2025-05-14T03:31:33Z;;;;;;;;;;;;;;;;
1116;@NazwaZahratunnisa-j1i;Bapak aja duluan suntik live di youtube biar masyarakat tau efek nya .;2025-05-11T13:16:15Z;;;;;;;;;;;;;;;;
1117;@elzhilanarsy;Yaudah duluan pak;2025-05-11T13:15:43Z;;;;;;;;;;;;;;;;
1118;@ayooprint776;Aneh negara ini orang sehat digangggu, dn menoalak pun g bisa;2025-05-11T13:06:14Z;;;;;;;;;;;;;;;;
1119;@suwardiwardi7821;gak tau mau komen apa  dulu waktu covid  banyak yang menjadi korban vaksin ada yang struk dan tidak ada yang bertanggung jawab  ini menkes  mau menjadikan rakyat percobaan lagi   jangan korbankan rakyat sendiri pak   semakin kesini semakin amburadul negriku;2025-05-11T12:24:08Z;;;;;;;;;;;;;;;;
1120;@barrahanief;Ini maksud nya gmn sih, vaksin tbc kan udh setiap bayi baru usia sebulan divaksin bcg. Trus ini uji coba vaksin tbc yg gmn;2025-05-11T12:18:30Z;;;;;;;;;;;;;;;;
1121;@princessanineveh;Yg ini karna terima uang dr bill gates eh maksudnya bantuan dr bill gates.;2025-05-12T08:38:20Z;;;;;;;;;;;;;;;;
1122;@makmurjaya-du8zi;Saya sebagai penyintas TB sdh pernah rasakan sakitnya.. batuk berdarah.. badan kurus.. nafas sesak.. tetangga saya ada yg meninggal gara2 penyakit TB. pengobatan saya 9 bulan.. obat tiap hari diminum.. tak boleh putus.. terimakasih untuk para petugas kesehatan (puskesmas/RS) BB kembali normal.. Rokok saya stop total .. kembali hidup sehat.. jangan malu/takut untuk periksa bila ada gejala. penyakit no 2 paling mematikan di Indonesia. Alhamdulillah masih diberi kesempatan hidup sehat.;2025-05-11T11:49:27Z;;;;;;;;;;;;;;;;
1123;@lia00998;Alhamdulillah 😊;2025-05-16T11:44:29Z;;;;;;;;;;;;;;;;
1124;@babyfrizzshop8718;Mulai Lagi Omong Kosong Negri Ini.. Mau Cipta Kondisi Lagi...<br>Problem ,Reaktion ,Solution...<br>Terus Aja Begitu Polanya...<br>Kami Rakyat Terus Yg Jadi Korban...<br>Dari Permainan Busuk Para Elite Global....😢;2025-05-11T11:47:13Z;;;;;;;;;;;;;;;;
1125;@Server_Error_404;jangan vaksin, vaksin covid banyak yg mati karena pembekuan darah karena struk &amp;;;;;;;;;;;;;;;;;
1126;@panembahansenopati2267;Inti nya kami percaya ibu siti Fadilah Supari, jgn percaya dgn menteri yg background nya seorang bankir;2025-05-11T11:34:45Z;;;;;;;;;;;;;;;;
1127;@kasmirunbudidaak7736;sama dia jujur;2025-05-30T02:03:44Z;;;;;;;;;;;;;;;;
1128;@fahrulalrazy5362;Bankir cuk... 😂;2025-05-30T13:01:17Z;;;;;;;;;;;;;;;;
1129;@muzayyidzamroni3187;Ngomongnya aja gak nyambung mencla mencle ditanya apa dijawab apa matanya lihat;2025-06-06T13:17:36Z;;;;;;;;;;;;;;;;
1130;@errynuristi837;Senjata biologis, jangan diijinkan, semoga Allah SWT mengahzab dan membinasakan semua pimpinan n orang orang fasik, zalim di negeri ini;2025-05-11T11:30:38Z;;;;;;;;;;;;;;;;
1131;@asalchannel5319;Mentrinya masih dia lagi ya ancur2an lagi bisa terjadi, dia keliatanya aja baik tapi antek asing sangat berbahaya bisa dibikin plandemi lagi negara kita;2025-05-11T11:15:16Z;;;;;;;;;;;;;;;;
1132;@sufi2277;Yg mulutnya berlunur madu biasanya...???;2025-05-18T07:17:23Z;;;;;;;;;;;;;;;;
1133;@bapunadu;Aduh vaksin apa lagi ini? Bodoamat sama vaksin apapun. Moga2 di laknat lah kalian yg membuat rakyat menderita 😢;2025-05-11T11:06:13Z;;;;;;;;;;;;;;;;
1134;@AndreHutasoit-f4e;Yahudi dan skutunya mau menghabisi rakyat indonesia dngan berbagai cara.mrwka itu menanam chif lewat vaksin.waspada wahai saudra2ku.;2025-05-11T11:01:48Z;;;;;;;;;;;;;;;;
1135;@akard4953;Itu menurut menkes,tapi kedoknya ditutupin spy bill gates diterima indonesia,lihat aja nanti seperti.;2025-05-11T10:27:56Z;;;;;;;;;;;;;;;;
1136;@ayuyulianis9940;Setiap yang bernyawa pasti akan mati pak...gak perlu di vaksin..tidak boleh memaksakan kehendak kepada rakyat;2025-05-11T10:14:32Z;;;;;;;;;;;;;;;;
1137;@IyanLahuda-b2w;Sebegitu nya membutuhkan anggaran sampe sampe mau jadikan rakyat sebagai alat uji coba🤦🤦🤦;2025-05-11T10:04:28Z;;;;;;;;;;;;;;;;
1138;@Santo-rr4vn;Kalau kita tidak mau uji coba vaksin ini tahu sendiri kan apa yg akan MEREKA lakukan?;2025-05-11T10:03:59Z;;;;;;;;;;;;;;;;
1139;@FrediSm62-i2q;Iya mrk buat uu n aparat2 ditugasi unt mengintimdasi mrk yg g mau vaksin, cb cari account nya dharma pongrekun. Ini adalah kejahatan elite global yg krn kayaraya men cari2 negara yg org2 nya mdh diSUAP;2025-05-12T14:11:01Z;;;;;;;;;;;;;;;;
1140;@dudu_games_ok;Indo bikin UU kesehatan 2023 jika menolak denda 500jt asem kan dari Jokowi disahkan wowo menjalankan;2025-05-13T23:27:44Z;;;;;;;;;;;;;;;;
1141;@bisnispemulachannel7137;Indonesia dianggap manusia bodoh sama elit elit dunia. Kasi uang kasi jabatan plus ancam perang sudah bisa mereka kendalikan sesuai kemauan mereka. Meskipun menjadikan rakyat sendiri tikus tikus percobaan elit elit global.;2025-05-11T09:21:49Z;;;;;;;;;;;;;;;;
1142;@bisnispemulachannel7137;Jgn sampai vaksin jd senjata yg menurunkan kecerdasan generasi penerus bangsa yg kemudian jadi peliharaan elit global. Krn pernah ad isu akan dipasang chip ke tubuh manusia agar manusia serakah global bisa melakukan apapu terhadap umat manusia. Terlepas benar tidaknya tp makin kesini makin iya kemungkinan nya.<br><br>Berpa harga tes vcr tes korona kmrin kmrin terlalu tinggi dan rakyat lagi yg rugi. <br><br>Kementerian kesehatan fokus dulu dengan etitude dokter yg skrg makin bejat. Memerkosa pasien melecehkan pasien. Kuliah kedokteran mahal kmi menyaksikan di media media bagai mana dokter spesialis junior diperas dibuli dijadikan babu hingga ad yg keluar bahka ad yg meninggal. Belum lagi biaya RS yg bombastis. Berobat dRS sekian hari bisa nguras keuangan keluarga pasien sangat dalam. Bnyak yg akhirnya berobat keluar negeri krn slain lbih murah pelayanan ramah dan berkualitas. <br><br>Sistem pendidikan dokter dan RS yg jadi PT berkedok RS (nyari untung besar). Ini jauh lebih parah dr TBC. <br><br>TBC berbahaya tapi jauh berbahaya pelayanan buruk dan mahal RS, Sistem pendidikan dokter yg gk ngotak.;2025-05-11T09:15:31Z;;;;;;;;;;;;;;;;
1143;@AnggaArwansyah;SUNTIKAN VAKSIN KE PARA ANGGOTA YG MENERIMA UANG JNGN RAKYAT JELATA YG DIJADIKAN KELINCI PERCOBAAN;2025-05-11T08:55:47Z;;;;;;;;;;;;;;;;
1144;@bunurnur;bener,jangan rakyat,nya yg jadi uji coba;2025-05-28T10:15:58Z;;;;;;;;;;;;;;;;
1145;@yunisuryani2104;Iya bener...orang² pinter indonesia pada kemana sih;2025-05-28T10:38:32Z;;;;;;;;;;;;;;;;
1146;@TeknologiSimple;Halah;2025-05-11T08:51:11Z;;;;;;;;;;;;;;;;
1147;@draktiviar6953;Bagus mendengar pakar yg ahli dibidangnya dari pada ini.;2025-05-11T08:32:49Z;;;;;;;;;;;;;;;;
1148;@paulbuulolo5730;TBC bisa kok terobati oleh obat² yg ada di tanah air sampai saat ini.<br>TBCnya jangan² yg buat adlh Bill Gates beserta Covid 19 kemarin.<br>Lalu dibuat vaksinnya sendiri agar laku vaksinnya.<br>Virus komputer dan anti virusnya kenapa ada?? Analoginya seperti itu;2025-05-11T08:27:39Z;;;;;;;;;;;;;;;;
1149;@ministry3097;Saya gak setuju vaksin ini di ujicoba di Indonesia, ini permainan elite global yg berkedok kesehatan yg akan menghancurkan banyak orang.  Menolak ujicoba vaksin;2025-05-11T08:18:45Z;;;;;;;;;;;;;;;;
1150;@tettyarum3519;Lebih baik jangan Bapak Menteri , Uji coba Vaksin jangan Bapak Menteri . Batal kan saja Bapak Menteri.;2025-05-11T08:17:01Z;;;;;;;;;;;;;;;;
1151;@spot_mancing8869;Ingat kata cagub gubernur jakarta dulu pak jendral dharma pongrekun...agenda GLOBAL.POLITIK MENGURANGI POPULASI PENDUDUK DUNIA ( DE GLOBALISASI ) MELALUI APA YA VAKSIN INI..mereka mereka globalis melalui para konglomerat dan kaki tangan mereka mempromosikan vaksin samapi sampai di berikan dana hibah sebagai pengganti untuk sebuah negara yg mau di buat percobaann jadi sudah jelas rencana mereka !! NEW WORD ORDER TATANAN DUNIA BARU JANGAN DI SEBUT SEBUAH KHAYALAN INI NYATA !! perang melawann antek antek dajjjalll menuju akhir Zamann;2025-05-11T08:13:20Z;;;;;;;;;;;;;;;;
1152;@rizkyfadillah3430;Siapa lagi yang mau jadi korban pecobaan vaksin kalau ada yang meninggal tanggung sendiri tidak ada tanggung jawab tapi anda harus dipaksa menerimanya;2025-05-11T08:11:09Z;;;;;;;;;;;;;;;;
1153;@RenaldoSiregar;Coba vaksin kanker yg kalian temukan.masyarakat banyak mati karena kanker;2025-05-11T08:10:06Z;;;;;;;;;;;;;;;;
1154;@spot_mancing8869;Ini memang wacana pemerintah ga akan berani ambil keputusan itu maka dari sekarang ayoo kita tolakkk rame rame Titikk !! Jangan mau sampai muncul undang undnag kesehatan vaksin muncul dan menjadi aturan di sahkan terus yang tidak ikut vaksin akan di denda !! Bahkan di kucilkan apa kita sebagai rakyat akan diam saja sebagai kelinci percobaan 😂😂  kalau gue mending matii dalam keadaan melawan dan berjihatt terhadap rencana BUSUKKKK !!!;2025-05-11T08:09:10Z;;;;;;;;;;;;;;;;
1155;@doriasandi;menteri kesehatan Amerika saja termasuk menolak vaksin , Indonesia terima vaksin ini kan lucu aneh ada apa dibalik semua itu?;2025-05-11T08:08:45Z;;;;;;;;;;;;;;;;
1156;@tastopiiya999;Bill gates aja dibenci masyarakat US sm Uni Eropa kok😂;2025-05-12T02:52:22Z;;;;;;;;;;;;;;;;
1157;@romisluba891;​@@tastopiiya999Tau emang bodoh menkes kita skrg, menkes ameraka aj nolak ini indo mau, capedeeee;2025-05-17T09:34:24Z;;;;;;;;;;;;;;;;
1158;@sufi2277;Cm afrika yg mau sm indonesia😂;2025-05-18T07:12:28Z;;;;;;;;;;;;;;;;
1159;@otnelyahuda8661;Mang aneh bin ajaib orang² Kita ini😭😭😭;2025-05-18T13:06:06Z;;;;;;;;;;;;;;;;
1160;@michaellie2871;DIKASI FULUS😂😂😂;2025-05-20T13:37:50Z;;;;;;;;;;;;;;;;
1161;@vintagecaraudio;"<a href=""https://www.youtube.com/watch?v=d9CShDimWHU"">https://www.youtube.com/watch?v=d9CShDimWHU</a>";2025-05-22T01:17:08Z;;;;;;;;;;;;;;;;
1162;@yanjalali6253;Jgn mau di jadikan kelinci percobaan. Indonesia bukan negara miskin tbc udah jauh;2025-05-27T10:14:00Z;;;;;;;;;;;;;;;;
1163;@ahmadhasanbaktir7540;Kan indonesia sdh dikasi uang hibah dulu oleh bill gate sebanyak kira2 3 trilliun.pantas iya2 saja;2025-05-27T13:03:46Z;;;;;;;;;;;;;;;;
1164;@mardisumardi4716;Vaksin dari bil gates diuji coba ke Menkes bgs dan geng solo saja coba berani nggak?? <br>tapi jgn diganti isinya;2025-05-27T14:40:48Z;;;;;;;;;;;;;;;;
